seq_id	pred	ARG	alkaloids with antibiotic activity	aminocoumarin	aminoglycoside	beta-lactam	diaminopyrimidine	disinfecting agents and antiseptics	fluoroquinolone	glycopeptide	lincosamide	macrolide	nitroimidazole	nucleoside	peptide	phenicol	pleuromutilin	rifamycin	streptogramin	sulfonamide	sulfone	tetracycline	others
AFK60290|HMDARG|rifamycin	rifamycin	0.96993387	2.0780453269253485e-05	0.000581334054004401	7.441708294209093e-05	0.00010911061690421775	6.322991976048797e-05	0.00010360534361097962	0.00215382082387805	8.602927118772641e-05	5.9537840570556e-05	0.00012798060197383165	2.7754242182709277e-05	1.7371870853821747e-05	0.006945393048226833	0.0008041898254305124	1.5935829651425593e-05	0.9997001886367798	0.00019877958402503282	0.00013153992767911404	6.129479061200982e-06	0.0008156644180417061	0.0019712818320840597
MEG_6132|MEGARes|rifamycin	rifamycin	0.99313724	4.614389399648644e-05	0.0004409854591358453	0.00012267785496078432	7.3525334300939e-05	5.9527112171053886e-05	0.00019752712978515774	0.0011547732865437865	0.00012301029346417636	0.00023721605248283595	0.00013271161878947169	3.158912295475602e-05	1.799135861801915e-05	0.0051932246424257755	0.00019565325055737048	1.1318194992782082e-05	0.9989888072013855	0.00011400719813536853	9.695625340100378e-05	5.47950912732631e-06	0.0003738408850040287	0.0017622262239456177
WP_014614750|AMRFinder|rifamycin	rifamycin	0.99793065	3.0712650186615065e-05	0.00029271544190123677	0.00019526018877513707	0.00019792058446910232	0.00013037386815994978	0.00021229950652923435	0.007879114709794521	8.697988232597709e-05	0.00013207383744884282	0.00016770295042078942	3.158912295475602e-05	1.9510678612277843e-05	0.008159597404301167	9.73812784650363e-05	1.6914040315896273e-05	0.9991994500160217	0.00017898052465170622	6.196611502673477e-05	6.46084936306579e-06	0.0010531994048506021	0.0008203924517147243
MEG_6116|MEGARes|rifamycin	rifamycin	0.982736	4.9956146540353075e-05	0.00026808842085301876	9.052366658579558e-05	7.408768578898162e-05	6.59472934785299e-05	9.19280355446972e-05	0.0031222784891724586	0.0004926965921185911	0.00015245386748574674	0.00026181686553172767	3.158912295475602e-05	1.6723066437407397e-05	0.015144284814596176	0.00028777337865903974	1.8424065274302848e-05	0.9980475902557373	0.00016726888134144247	0.00014491420006379485	5.839327968715224e-06	0.0006970359245315194	0.001840575016103685
MEG_6102|MEGARes|rifamycin	rifamycin	0.9792284	1.6980888176476583e-05	0.00029276206623762846	0.00016226674779318273	4.068596172146499e-05	9.12437608349137e-05	0.00010226640006294474	0.001566977589391172	0.0008073582430370152	0.00038448793930001557	0.00017250872042495757	3.852592271869071e-05	2.3125710868043825e-05	0.01073562353849411	0.000290572497760877	3.8662838051095605e-05	0.9837164878845215	0.0004825216601602733	0.00015951413661241531	6.212101197888842e-06	0.0026164648588746786	0.004076484125107527
B7HGP8|UNIPROT|nonARG		0.021732524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q92PZ4|UNIPROT|nonARG		0.00062537385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG_6092|MEGARes|rifamycin	peptide;rifamycin	0.9884935	7.575023482786492e-05	0.001024617231450975	0.00010343772737542167	0.00018356740474700928	7.994531915755942e-05	0.00021289587311912328	0.0014563812874257565	0.0008092718780972064	0.0002324329543625936	0.0005617064889520407	0.00011752227146644145	5.187636998016387e-05	0.9542644619941711	0.0001559037045808509	4.181668191449717e-05	0.9994156360626221	0.0005615205154754221	8.178374991985038e-05	5.846331987413578e-06	0.0003572933783289045	0.0018323594704270363
B8DF43|UNIPROT|nonARG		0.02264599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9JXZ2|UNIPROT|nonARG		0.058338072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG_3981|MEGARes|lincosamide;macrolide;streptogramin	lincosamide;streptogramin	0.9989579	1.8278318748343736e-05	3.289167580078356e-05	0.00121926364954561	0.011522630229592323	0.00019654455536510795	0.0008800719515420496	0.0007595323259010911	0.0010989063885062933	0.8080005049705505	0.4097317159175873	3.917362846550532e-05	3.8636004319414496e-05	0.00013545450929086655	0.001161443069577217	8.710903784958646e-05	0.0001513791794423014	0.8620941638946533	8.985850581666455e-05	8.338296902365983e-05	0.016974564641714096	0.0018961916211992502
B6YQX8|UNIPROT|nonARG		0.00017967798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADP36409_1|CARD|antibiotic without defined classification		0.042112958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG_3295|MEGARes|antibiotic without defined classification		0.040020898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2C6S8|UNIPROT|nonARG		0.038482103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q4UMD8|UNIPROT|nonARG		0.0011164837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q732I3|UNIPROT|nonARG		0.00059576693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q81WF2|UNIPROT|nonARG		0.0005787009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_045105425|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.9994506	4.5534012315329164e-05	3.703643596963957e-05	4.995291237719357e-05	0.000494223611894995	0.9955691695213318	0.00041043537203222513	0.9910075068473816	1.8497636119718663e-05	0.00043402123264968395	0.0009958160808309913	1.5024218555481639e-05	1.8059292415273376e-05	0.00020580989075824618	0.996768593788147	3.112514968961477e-05	0.00012893395614810288	0.00033202575286850333	8.085660374490544e-05	7.962262316141278e-06	0.00032122823176905513	0.01153488364070654
AAF42062_1|CARD|macrolide;beta-lactam	others	0.99968064	7.811706745997071e-05	0.003621838754042983	0.0013258788967505097	0.02040407806634903	0.00856739841401577	0.0004889551200903952	0.09960819780826569	9.49787408899283e-06	0.0002418661315459758	0.017683284357190132	1.6413949197158217e-05	4.801015165867284e-06	0.0004255856911186129	0.00771922105923295	1.3224564099800773e-05	0.0026498264633119106	5.730813791160472e-05	0.000520029803737998	5.993117611069465e-06	0.03341203182935715	0.9382039308547974
WP_015476766|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	fluoroquinolone;phenicol	0.9941148	5.941306517343037e-05	0.00019290723139420152	0.0001946337870322168	0.0007681772694922984	0.33347856998443604	0.0004591098113451153	0.910101056098938	1.341799088550033e-05	0.0003657700726762414	0.00031983322696760297	1.9219065507058986e-05	1.0655062396836001e-05	0.00027207937091588974	0.7395299673080444	5.912809683650266e-06	0.0006332147167995572	0.00013789479271508753	0.00015771422476973385	4.180460109637352e-06	0.0013530143769457936	0.14189141988754272
WP_024665043|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99987245	9.384562144987285e-05	0.00011517715756781399	0.00010139964433619753	0.00032786797964945436	0.9947329759597778	9.809734183363616e-05	0.9668111801147461	8.818281457934063e-06	3.378165274625644e-05	0.00025731438654474914	4.7413177526323125e-05	7.554433977929875e-06	0.00013600611418951303	0.9809864163398743	5.673441137332702e-06	0.0002450526808388531	7.428038952639326e-05	0.00019454193534329534	5.22966274729697e-06	0.0005209900555200875	0.04859619215130806
WP_055007142|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	others	0.99987507	8.511982014169917e-05	0.00011866547720273957	0.00011756161256926134	0.0005420927191153169	0.03948001563549042	9.74008726188913e-05	0.28963953256607056	7.642331183888018e-06	3.296581780887209e-05	0.00019910774426534772	5.962897921563126e-05	7.2227726377604995e-06	9.882292943075299e-05	0.13740174472332	5.673441137332702e-06	0.00012753752525895834	4.884641748503782e-05	0.00022940563212614506	6.02929094384308e-06	0.0007596626528538764	0.6519460678100586
WP_045491627|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99638665	5.4772041039541364e-05	0.00011724031355697662	0.00019950928981415927	0.00035469289286993444	0.992206871509552	0.00032682690653018653	0.9857128858566284	1.1473197446321137e-05	0.00011819005158031359	0.00019626403809525073	4.279184577171691e-05	1.4897778783051763e-05	0.00017942649719770998	0.9140175580978394	5.505174613062991e-06	0.0003100468893535435	0.00021424902661237866	0.00022868845553603023	4.89905050926609e-06	0.0006074358825571835	0.19192847609519958
WP_031594729|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.999889	7.619368261657655e-05	0.00016112874436657876	0.0001031039864756167	0.0003775252553168684	0.9698700904846191	9.039875294547528e-05	0.808131754398346	8.55509551911382e-06	3.084626223426312e-05	0.00022807397181168199	5.962897921563126e-05	1.0268026926496532e-05	0.00012457897537387908	0.7599252462387085	5.673441137332702e-06	0.00013267960457596928	6.040868174750358e-05	0.00022074753360357136	6.07809170105611e-06	0.0005355717148631811	0.17453894019126892
WP_057454502|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.9998779	9.32426264625974e-05	0.0001871332060545683	9.56061776378192e-05	0.0004296177939977497	0.9828072786331177	9.427543409401551e-05	0.9424451589584351	8.818281457934063e-06	3.234595351386815e-05	0.00023188885825220495	5.962897921563126e-05	1.1249518138356507e-05	0.0001294116082135588	0.9494217038154602	5.673441137332702e-06	0.0002486974699422717	5.592709203483537e-05	0.00022647604055237025	6.07809170105611e-06	0.0005180034204386175	0.06888143718242645
WP_046235276|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.9998621	9.384562144987285e-05	0.00012561798212118447	0.00010139964433619753	0.00032786797964945436	0.9957926273345947	9.809734183363616e-05	0.9726291298866272	8.818281457934063e-06	3.620716597652063e-05	0.00025731438654474914	4.7413177526323125e-05	7.554433977929875e-06	0.00014045882562641054	0.9841859936714172	5.673441137332702e-06	0.0002450526808388531	8.023255213629454e-05	0.00019454193534329534	5.22966274729697e-06	0.0005192110547795892	0.04228503629565239
WP_004417486|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.9997552	0.00010315355029888451	0.00013292083167470992	0.00010856906010303646	0.00028519664192572236	0.9970229268074036	0.0001014997687889263	0.9809593558311462	8.818281457934063e-06	3.0762861570110545e-05	0.000279743573628366	4.7413177526323125e-05	7.554433977929875e-06	0.00012914041872136295	0.9883991479873657	5.673441137332702e-06	0.00035075092455372214	9.702275565359741e-05	0.00019454193534329534	5.22966274729697e-06	0.00047731416998431087	0.04116968438029289
WP_042917070|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99981767	6.68347129249014e-05	0.0002704985090531409	0.00011815602192655206	0.00025658190133981407	0.9770283102989197	0.00025614170590415597	0.976630449295044	7.836630175006576e-06	0.00016424557543359697	0.0007234318181872368	2.053512798738666e-05	5.91966499996488e-06	8.134762902045622e-05	0.9901796579360962	6.981671049288707e-06	0.00012192135181976482	8.095087832771242e-05	0.00016511550347786397	4.3995059968438e-06	0.0006507622310891747	0.03529668599367142
WP_023085298|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.9997919	6.963828491279855e-05	0.00026917539071291685	0.00013615234638564289	0.00024717653286643326	0.9534318447113037	0.00018728134455159307	0.6752532124519348	8.913340934668668e-06	0.00013087109255138785	0.0005451085162349045	2.053512798738666e-05	6.1841897149861325e-06	8.698693272890523e-05	0.9480281472206116	6.480293450294994e-06	0.00013993251195643097	5.515476732398383e-05	0.00016521912766620517	4.604345122061204e-06	0.0006237074267119169	0.09430088847875595
WP_034040953|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99984	6.963609484955668e-05	0.0002493002684786916	9.115418652072549e-05	0.000375627598259598	0.9881125092506409	0.0002516705426387489	0.9683103561401367	7.836630175006576e-06	0.00015919080760795623	0.0004749513464048505	2.053512798738666e-05	5.91966499996488e-06	8.134762902045622e-05	0.990221381187439	6.981671049288707e-06	0.0001146938229794614	8.385022374568507e-05	0.00016511550347786397	4.604345122061204e-06	0.0006477163988165557	0.03280549496412277
WP_051598725|ARGMiner|fluoroquinolone;macrolide;phenicol;tetracycline	fluoroquinolone;macrolide;phenicol;tetracycline	0.9993538	7.397423905786127e-05	0.0010790819069370627	7.862871279940009e-05	0.0022893210407346487	0.0007204908761195838	0.0001479119382565841	0.9848067164421082	1.7364980521961115e-05	0.00028723254217766225	0.9957932233810425	1.5024218555481639e-05	5.980300102237379e-06	0.00031487474916502833	0.9967413544654846	2.0093559214728884e-05	0.00041642223368398845	0.00013566869893111289	0.0013205205323174596	5.8594382608134765e-06	0.9845501780509949	0.022076498717069626
WP_028680885|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99980277	6.819656846346334e-05	0.0002802732342388481	7.753662794129923e-05	0.0003145519003737718	0.9687416553497314	0.0002756686008069664	0.9438555836677551	8.913340934668668e-06	0.00011764559894800186	0.0007031906279735267	2.053512798738666e-05	5.91966499996488e-06	9.271472663385794e-05	0.9841806888580322	6.480293450294994e-06	0.00012476871779654175	7.286698382813483e-05	0.00015469122445210814	4.604345122061204e-06	0.0006681579980067909	0.029869956895709038
WP_034068088|ARGMiner|diaminopyrimidine;fluoroquinolone;phenicol	diaminopyrimidine;fluoroquinolone;phenicol	0.99984	6.963609484955668e-05	0.0002493002684786916	0.00011000918311765417	0.000375627598259598	0.9954739212989807	0.0003160190535709262	0.9733466506004333	7.836630175006576e-06	0.00014647723583038896	0.0005080889677628875	2.053512798738666e-05	5.91966499996488e-06	8.777259790804237e-05	0.9933916330337524	6.981671049288707e-06	0.0001146938229794614	8.740067278267816e-05	0.00016511550347786397	4.3995059968438e-06	0.0006997331511229277	0.030273152515292168
YP_838977|ARGMiner|aminoglycoside;fluoroquinolone	others	0.99968266	4.594261554302648e-05	0.0004731368971988559	0.0015221490757539868	0.0006030977820046246	0.0007904419908300042	0.00018580238975118846	0.017019882798194885	9.26589473237982e-06	0.0001407042727805674	0.00029189695487730205	1.5024218555481639e-05	8.91660511115333e-06	0.00013980461517348886	0.002704915590584278	5.875105216546217e-06	0.00040495063876733184	0.0001288691710215062	0.0002441720280330628	4.713510861620307e-06	0.0017596309771761298	0.9925605654716492
ZP_02357857|ARGMiner|multi-drug	others	0.9996573	5.037988012190908e-05	0.00028589603607542813	0.0018139671301469207	0.00024404450959991664	0.0007583567639812827	0.0002467893937136978	0.00790103618055582	9.990818398364354e-06	0.00011761364294216037	0.0002973704249598086	1.5024218555481639e-05	5.821618287882302e-06	0.00011442258983151987	0.0008688034722581506	6.122982085798867e-06	0.00030419451650232077	0.00013256288366392255	0.00020273069094400853	5.246682121651247e-06	0.0018480654107406735	0.9686256647109985
YP_001583350|ARGMiner|multi-drug	others	0.999508	5.170785516384058e-05	0.00022669791360385716	0.0021486293990164995	0.00031101558124646544	0.0008307013777084649	0.00030544851324521005	0.024027489125728607	9.59712724579731e-06	0.00011464909766800702	0.0002969769120682031	1.7100184777518734e-05	6.018416115693981e-06	0.00014345506497193128	0.0016167106805369258	5.875105216546217e-06	0.0003298415686003864	9.815770317800343e-05	0.0002458755625411868	4.713510861620307e-06	0.001282067853026092	0.9851699471473694
